INTERSECTION_ID,X_2263,Y_2263,BOROUGH,LocationDescription,HAS_SIGNAL,HAS_CRASH,CRASH_COUNT_50FT,COMPLAINT_COUNT_50FT,Signalized,Stop_Controlled,Uncontrolled
BRONX @ Unknown Location,1008387.0,253290.0,BRONX,,0,1,165,17,0,0,1
BROOKLYN @ Unknown Location,1004888.0,182840.0,BROOKLYN,,0,1,135,45,0,0,1
BROOKLYN @ Unknown Location,1012687.0,186366.0,BROOKLYN,,0,1,122,196,0,0,1
BRONX @ Unknown Location,1014509.0,238113.0,BRONX,,0,1,120,114,0,0,1
BROOKLYN @ Unknown Location,1012861.0,185482.0,BROOKLYN,,0,1,120,133,0,0,1
BRONX @ Unknown Location,1008578.0,232422.0,BRONX,,0,1,113,92,0,0,1
BROOKLYN @ Unknown Location,988540.0,192861.0,BROOKLYN,,0,1,113,22,0,0,1
BRONX @ Unknown Location,1012428.0,235518.0,BRONX,,0,1,107,73,0,0,1
BROOKLYN @ Unknown Location,1014597.0,179233.0,BROOKLYN,,0,1,101,282,0,0,1
BRONX @ Unknown Location,1013237.0,236496.0,BRONX,,0,1,97,42,0,0,1
BRONX @ Unknown Location,1020225.0,243870.0,BRONX,,0,1,94,41,0,0,1
BROOKLYN @ Unknown Location,1018247.0,187048.0,BROOKLYN,,0,1,87,39,0,0,1
BRONX @ Unknown Location,1020184.0,259289.0,BRONX,,0,1,83,14,0,0,1
MANHATTAN @ Unknown Location,1003372.0,248278.0,MANHATTAN,,0,1,83,82,0,0,1
QUEENS @ Unknown Location,1001596.0,212133.0,QUEENS,,0,1,81,70,0,0,1
BROOKLYN @ Unknown Location,987366.0,192920.0,BROOKLYN,,0,1,77,33,0,0,1
BROOKLYN @ Unknown Location,1003578.0,186084.0,BROOKLYN,,0,1,76,27,0,0,1
BRONX @ Unknown Location,1008000.0,247210.0,BRONX,,0,1,76,65,0,0,1
BRONX @ Unknown Location,1010664.0,258616.0,BRONX,,0,1,71,3,0,0,1
BROOKLYN @ Unknown Location,1003358.0,182945.0,BROOKLYN,,0,1,70,39,0,0,1
BRONX @ Unknown Location,1017226.0,251575.0,BRONX,,0,1,70,26,0,0,1
BROOKLYN @ Unknown Location,997290.0,186557.0,BROOKLYN,,0,1,69,43,0,0,1
MANHATTAN @ Unknown Location,991251.0,201171.0,MANHATTAN,,0,1,68,28,0,0,1
MANHATTAN @ Unknown Location,988196.0,200763.0,MANHATTAN,,0,1,68,71,0,0,1
BRONX @ Unknown Location,1004368.0,237509.0,BRONX,,0,1,67,29,0,0,1
BRONX @ Unknown Location,1006818.0,240068.0,BRONX,,0,1,66,24,0,0,1
BROOKLYN @ Unknown Location,990502.0,188496.0,BROOKLYN,,0,1,65,75,0,0,1
BROOKLYN @ Unknown Location,1009744.0,185644.0,BROOKLYN,,0,1,65,93,0,0,1
BROOKLYN @ Unknown Location,994938.0,194913.0,BROOKLYN,,0,1,64,19,0,0,1
QUEENS @ Unknown Location,1009913.0,204232.0,QUEENS,,0,1,64,36,0,0,1
MANHATTAN @ Unknown Location,986921.0,201302.0,MANHATTAN,,0,1,63,45,0,0,1
BROOKLYN @ Unknown Location,1004127.0,182891.0,BROOKLYN,,0,1,63,27,0,0,1
BRONX @ Unknown Location,1009403.0,253761.0,BRONX,,0,1,62,0,0,0,1
BROOKLYN @ Unknown Location,1015802.0,177118.0,BROOKLYN,,0,1,62,49,0,0,1
BROOKLYN @ Unknown Location,1001822.0,183054.0,BROOKLYN,,0,1,61,24,0,0,1
QUEENS @ Unknown Location,1020176.0,206536.0,QUEENS,,0,1,61,63,0,0,1
BROOKLYN @ Unknown Location,1005769.0,161456.0,BROOKLYN,,0,1,61,114,0,0,1
BROOKLYN @ Unknown Location,985605.0,194623.0,BROOKLYN,,0,1,61,0,0,1,0
BRONX @ Unknown Location,1010546.0,253615.0,BRONX,,0,1,60,14,0,0,1
BROOKLYN @ Unknown Location,996658.0,183424.0,BROOKLYN,,0,1,59,21,0,0,1
BROOKLYN @ Unknown Location,1006452.0,183195.0,BROOKLYN,,0,1,59,92,0,0,1
BROOKLYN @ Unknown Location,998208.0,186460.0,BROOKLYN,,0,1,59,66,0,0,1
MANHATTAN @ Unknown Location,987521.0,201066.0,MANHATTAN,,0,1,58,66,0,0,1
MANHATTAN @ Unknown Location,999342.0,233575.0,MANHATTAN,,0,1,58,49,0,0,1
MANHATTAN @ Unknown Location,1002640.0,231748.0,MANHATTAN,,0,1,56,23,0,0,1
BROOKLYN @ Unknown Location,984869.0,191097.0,BROOKLYN,,0,1,56,85,0,0,1
STATEN ISLAND @ Unknown Location,953756.0,147132.0,STATEN ISLAND,,0,1,56,48,0,0,1
BRONX @ Unknown Location,1008817.0,250725.0,BRONX,,0,1,55,15,0,0,1
BROOKLYN @ Unknown Location,984471.0,191235.0,BROOKLYN,,0,1,55,0,0,0,1
BRONX @ Unknown Location,1013816.0,237240.0,BRONX,,0,1,54,56,0,0,1
BROOKLYN @ Unknown Location,1010076.0,177829.0,BROOKLYN,,0,1,53,55,0,0,1
BRONX @ Unknown Location,1021972.0,265517.0,BRONX,,0,1,53,46,0,0,1
BROOKLYN @ Unknown Location,1002812.0,186138.0,BROOKLYN,,0,1,53,18,0,0,1
BROOKLYN @ Unknown Location,1002212.0,193214.0,BROOKLYN,,0,1,53,122,0,0,1
BROOKLYN @ Unknown Location,998241.0,187165.0,BROOKLYN,,0,1,52,91,0,0,1
BROOKLYN @ Unknown Location,1019809.0,182202.0,BROOKLYN,,0,1,52,50,0,0,1
QUEENS @ Unknown Location,1013259.0,203766.0,QUEENS,,0,1,52,33,0,0,1
BRONX @ Unknown Location,1011612.0,253618.0,BRONX,,0,1,51,21,0,0,1
BROOKLYN @ Unknown Location,1006843.0,169566.0,BROOKLYN,,0,1,51,43,0,0,1
QUEENS @ Unknown Location,1025246.0,192031.0,QUEENS,,0,1,51,359,0,0,1
BROOKLYN @ Unknown Location,1002590.0,183000.0,BROOKLYN,,0,1,50,37,0,0,1
QUEENS @ Unknown Location,1030433.0,217210.0,QUEENS,,0,1,50,91,0,0,1
QUEENS @ Unknown Location,1033147.0,217909.0,QUEENS,,0,1,50,39,0,0,1
MANHATTAN @ Unknown Location,1007190.0,253954.0,MANHATTAN,,0,1,50,23,0,0,1
BROOKLYN @ Unknown Location,988875.0,191992.0,BROOKLYN,,0,1,49,3,0,0,1
BROOKLYN @ Unknown Location,1012957.0,184994.0,BROOKLYN,,0,1,49,11,0,0,1
QUEENS @ Unknown Location,1012070.0,209221.0,QUEENS,,0,1,49,83,0,0,1
BRONX @ Unknown Location,1011925.0,251675.0,BRONX,,0,1,49,13,0,0,1
BROOKLYN @ Unknown Location,1006266.0,160871.0,BROOKLYN,,0,1,49,69,0,0,1
QUEENS @ Unknown Location,1014582.0,191204.0,QUEENS,,0,1,49,29,0,0,1
MANHATTAN @ Unknown Location,985377.0,215800.0,MANHATTAN,,0,1,48,19,0,0,1
MANHATTAN @ Unknown Location,1005561.0,252212.0,MANHATTAN,,0,1,48,48,0,0,1
BRONX @ Unknown Location,1014295.0,253237.0,BRONX,,0,1,48,20,0,0,1
MANHATTAN @ Unknown Location,996358.0,235620.0,MANHATTAN,,0,1,47,37,0,0,1
MANHATTAN @ Unknown Location,994136.0,216386.0,MANHATTAN,,0,1,47,16,0,0,1
QUEENS @ Unknown Location,1045108.0,182549.0,QUEENS,,0,1,47,118,0,0,1
MANHATTAN @ Unknown Location,985902.0,201709.0,MANHATTAN,,0,1,47,33,0,0,1
BROOKLYN @ Unknown Location,987826.0,192896.0,BROOKLYN,,0,1,47,31,0,0,1
BROOKLYN @ Unknown Location,1001724.0,195008.0,BROOKLYN,,0,1,46,57,0,0,1
MANHATTAN @ Unknown Location,999558.0,224640.0,MANHATTAN,,0,1,46,30,0,0,1
BROOKLYN @ Unknown Location,1013136.0,184082.0,BROOKLYN,,0,1,46,32,0,0,1
BROOKLYN @ Unknown Location,1008957.0,185699.0,BROOKLYN,,0,1,45,161,0,0,1
MANHATTAN @ Unknown Location,1001901.0,238191.0,MANHATTAN,,0,1,45,39,0,0,1
BROOKLYN @ Unknown Location,1008576.0,177607.0,BROOKLYN,,0,1,45,174,0,0,1
QUEENS @ Unknown Location,1033564.0,182012.0,QUEENS,,0,1,45,81,0,0,1
BROOKLYN @ Unknown Location,1001533.0,203129.0,BROOKLYN,,0,1,45,57,0,0,1
MANHATTAN @ Unknown Location,994255.0,216617.0,MANHATTAN,,0,1,45,10,0,0,1
BROOKLYN @ Unknown Location,1008874.0,184510.0,BROOKLYN,,0,1,44,20,0,0,1
QUEENS @ Unknown Location,1002427.0,211084.0,QUEENS,,0,1,44,43,0,0,1
BROOKLYN @ Unknown Location,1003568.0,176728.0,BROOKLYN,,0,1,44,50,0,0,1
MANHATTAN @ Unknown Location,999539.0,239499.0,MANHATTAN,,0,1,44,38,0,0,1
BRONX @ Unknown Location,1012975.0,247755.0,BRONX,,0,1,44,19,0,0,1
BROOKLYN @ Unknown Location,989973.0,189454.0,BROOKLYN,,0,1,44,21,0,0,1
QUEENS @ Unknown Location,1026173.0,190024.0,QUEENS,,0,1,44,221,0,0,1
MANHATTAN @ Unknown Location,1006670.0,254235.0,MANHATTAN,,0,1,43,166,0,0,1
BROOKLYN @ Unknown Location,988905.0,192846.0,BROOKLYN,,0,1,43,49,0,0,1
MANHATTAN @ Unknown Location,988650.0,214286.0,MANHATTAN,,0,1,43,24,0,0,1
MANHATTAN @ Unknown Location,993507.0,216732.0,MANHATTAN,,0,1,43,11,0,0,1
QUEENS @ Unknown Location,1045300.0,182269.0,QUEENS,,0,1,43,127,0,0,1
BROOKLYN @ Unknown Location,993652.0,153018.0,BROOKLYN,,0,1,43,36,0,0,1
BRONX @ Unknown Location,1020091.0,254579.0,BRONX,,0,1,43,28,0,0,1
BROOKLYN @ Unknown Location,994685.0,180860.0,BROOKLYN,,0,1,42,75,0,0,1
BRONX @ Unknown Location,1019758.0,259418.0,BRONX,,0,1,42,34,0,0,1
BRONX @ Unknown Location,1008051.0,247302.0,BRONX,,0,1,42,47,0,0,1
MANHATTAN @ Unknown Location,987399.0,202661.0,MANHATTAN,,0,1,42,43,0,0,1
QUEENS @ Unknown Location,1051571.0,217082.0,QUEENS,,0,1,42,24,0,0,1
MANHATTAN @ Unknown Location,998181.0,231480.0,MANHATTAN,,0,1,42,6,0,0,1
BROOKLYN @ Unknown Location,986827.0,190348.0,BROOKLYN,,0,1,42,38,0,0,1
MANHATTAN @ Unknown Location,1005067.0,253188.0,MANHATTAN,,0,1,42,52,0,0,1
BROOKLYN @ Unknown Location,1000351.0,194575.0,BROOKLYN,,0,1,42,47,0,0,1
BRONX @ Unknown Location,1011089.0,234274.0,BRONX,,0,1,42,66,0,0,1
BROOKLYN @ Unknown Location,1011259.0,187276.0,BROOKLYN,,0,1,42,27,0,0,1
MANHATTAN @ Unknown Location,984460.0,215993.0,MANHATTAN,,0,1,41,51,0,0,1
BRONX @ Unknown Location,1016643.0,241072.0,BRONX,,0,1,41,31,0,0,1
MANHATTAN @ Unknown Location,985930.0,215793.0,MANHATTAN,,0,1,41,14,0,0,1
QUEENS @ Unknown Location,1047001.0,179686.0,QUEENS,,0,1,41,105,0,0,1
QUEENS @ Unknown Location,1038927.0,197178.0,QUEENS,,0,1,40,33,0,0,1
BROOKLYN @ Unknown Location,999741.0,186352.0,BROOKLYN,,0,1,40,54,0,0,1
MANHATTAN @ Unknown Location,995165.0,216709.0,MANHATTAN,,0,1,40,2,0,0,1
MANHATTAN @ Unknown Location,998555.0,234012.0,MANHATTAN,,0,1,40,20,0,0,1
BROOKLYN @ Unknown Location,999517.0,183218.0,BROOKLYN,,0,1,40,30,0,0,1
BROOKLYN @ Unknown Location,1004928.0,181897.0,BROOKLYN,,0,1,40,15,0,0,1
QUEENS @ Unknown Location,1031856.0,217648.0,QUEENS,,0,1,40,22,0,0,1
BROOKLYN @ Unknown Location,997183.0,187256.0,BROOKLYN,,0,1,40,32,0,0,1
BROOKLYN @ Unknown Location,978590.0,173190.0,BROOKLYN,,0,1,39,134,0,0,1
QUEENS @ Unknown Location,1048801.0,178419.0,QUEENS,,0,1,39,94,0,0,1
BRONX @ Unknown Location,1006520.0,236780.0,BRONX,,0,1,39,9,0,0,1
BROOKLYN @ Unknown Location,1004520.0,195650.0,BROOKLYN,,0,1,39,0,0,1,0
BROOKLYN @ Unknown Location,988358.0,150199.0,BROOKLYN,,0,1,39,39,0,0,1
BRONX @ Unknown Location,1028203.0,241169.0,BRONX,,0,1,39,35,0,0,1
BROOKLYN @ Unknown Location,992447.0,166680.0,BROOKLYN,,0,1,39,27,0,0,1
BRONX @ Unknown Location,1015773.0,240835.0,BRONX,,0,1,39,49,0,0,1
BROOKLYN @ Unknown Location,1003404.0,183595.0,BROOKLYN,,0,1,39,10,0,0,1
BRONX @ Unknown Location,1004749.0,240880.0,BRONX,,0,1,39,69,0,0,1
BRONX @ Unknown Location,1005212.0,233366.0,BRONX,,0,1,39,27,0,0,1
MANHATTAN @ Unknown Location,993865.0,215915.0,MANHATTAN,,0,1,39,22,0,0,1
BRONX @ Unknown Location,1007648.0,249141.0,BRONX,,0,1,38,41,0,0,1
BROOKLYN @ Unknown Location,989267.0,150295.0,BROOKLYN,,0,1,38,25,0,0,1
BRONX @ Unknown Location,1017852.0,260301.0,BRONX,,0,1,38,43,0,0,1
MANHATTAN @ Unknown Location,986219.0,201582.0,MANHATTAN,,0,1,38,49,0,0,1
BRONX @ Unknown Location,1022191.0,243143.0,BRONX,,0,1,38,42,0,0,1
QUEENS @ Unknown Location,1025088.0,213482.0,QUEENS,,0,1,38,76,0,0,1
STATEN ISLAND @ Unknown Location,955513.0,163870.0,STATEN ISLAND,,0,1,38,37,0,0,1
MANHATTAN @ Unknown Location,1006378.0,254721.0,MANHATTAN,,0,1,38,32,0,0,1
BRONX @ Unknown Location,1009886.0,250359.0,BRONX,,0,1,38,98,0,0,1
MANHATTAN @ Unknown Location,1000622.0,235883.0,MANHATTAN,,0,1,38,35,0,0,1
MANHATTAN @ Unknown Location,1001518.0,235386.0,MANHATTAN,,0,1,38,17,0,0,1
MANHATTAN @ Unknown Location,999834.0,236320.0,MANHATTAN,,0,1,38,22,0,0,1
MANHATTAN @ Unknown Location,979801.0,196747.0,MANHATTAN,,0,1,38,25,0,0,1
BROOKLYN @ Unknown Location,1000510.0,186299.0,BROOKLYN,,0,1,38,19,0,0,1
BRONX @ Unknown Location,1006459.0,232058.0,BRONX,,0,1,38,16,0,0,1
BRONX @ Unknown Location,1010430.0,245242.0,BRONX,,0,1,37,14,0,0,1
BROOKLYN @ Unknown Location,995908.0,183618.0,BROOKLYN,,0,1,37,30,0,0,1
BROOKLYN @ Unknown Location,996290.0,193137.0,BROOKLYN,,0,1,37,10,0,0,1
MANHATTAN @ Unknown Location,987078.0,215157.0,MANHATTAN,,0,1,37,33,0,0,1
BROOKLYN @ Unknown Location,1015289.0,169710.0,BROOKLYN,,0,1,37,15,0,0,1
MANHATTAN @ Unknown Location,1002974.0,247561.0,MANHATTAN,,0,1,37,13,0,0,1
BROOKLYN @ Unknown Location,982702.0,177254.0,BROOKLYN,,0,1,37,11,0,0,1
MANHATTAN @ Unknown Location,994001.0,216161.0,MANHATTAN,,0,1,37,13,0,0,1
QUEENS @ Unknown Location,1030121.0,182368.0,QUEENS,,0,1,37,53,0,0,1
BROOKLYN @ Unknown Location,1012753.0,186018.0,BROOKLYN,,0,1,37,19,0,0,1
BROOKLYN @ Unknown Location,991977.0,169937.0,BROOKLYN,,0,1,37,19,0,0,1
BROOKLYN @ Unknown Location,998973.0,186411.0,BROOKLYN,,0,1,37,25,0,0,1
STATEN ISLAND @ Unknown Location,937062.0,143743.0,STATEN ISLAND,,0,1,37,107,0,0,1
QUEENS @ Unknown Location,1024373.0,195284.0,QUEENS,,0,1,36,43,0,0,1
MANHATTAN @ Unknown Location,986061.0,213320.0,MANHATTAN,,0,1,36,30,0,0,1
BRONX @ Unknown Location,1012233.0,252363.0,BRONX,,0,1,36,29,0,0,1
BROOKLYN @ Unknown Location,1009519.0,180676.0,BROOKLYN,,0,1,36,111,0,0,1
BROOKLYN @ Unknown Location,996412.0,192333.0,BROOKLYN,,0,1,36,34,0,0,1
BRONX @ Unknown Location,1011651.0,248133.0,BRONX,,0,1,36,64,0,0,1
BROOKLYN @ Unknown Location,1021232.0,177174.0,BROOKLYN,,0,1,36,129,0,0,1
MANHATTAN @ Unknown Location,1004367.0,254624.0,MANHATTAN,,0,1,36,37,0,0,1
MANHATTAN @ Unknown Location,1006041.0,255411.0,MANHATTAN,,0,1,36,26,0,0,1
QUEENS @ Unknown Location,1023129.0,198652.0,QUEENS,,0,1,36,139,0,0,1
BRONX @ Unknown Location,1022580.0,265258.0,BRONX,,0,1,36,19,0,0,1
BROOKLYN @ Unknown Location,1010844.0,187585.0,BROOKLYN,,0,1,36,9,0,0,1
BRONX @ Unknown Location,1023686.0,264804.0,BRONX,,0,1,36,55,0,0,1
BROOKLYN @ Unknown Location,980155.0,170246.0,BROOKLYN,,0,1,36,51,0,0,1
MANHATTAN @ Unknown Location,991952.0,212459.0,MANHATTAN,,0,1,36,56,0,0,1
MANHATTAN @ Unknown Location,999805.0,224499.0,MANHATTAN,,0,1,36,39,0,0,1
BROOKLYN @ Unknown Location,990244.0,188631.0,BROOKLYN,,0,1,35,17,0,0,1
QUEENS @ Unknown Location,1048416.0,208122.0,QUEENS,,0,1,35,12,0,0,1
BROOKLYN @ Unknown Location,994633.0,183969.0,BROOKLYN,,0,1,35,67,0,0,1
BRONX @ Unknown Location,1009516.0,239520.0,BRONX,,0,1,35,12,0,0,1
BROOKLYN @ Unknown Location,1002701.0,199553.0,BROOKLYN,,0,1,35,76,0,0,1
MANHATTAN @ Unknown Location,990933.0,210621.0,MANHATTAN,,0,1,35,24,0,0,1
BROOKLYN @ Unknown Location,1001053.0,183108.0,BROOKLYN,,0,1,35,60,0,0,1
BROOKLYN @ Unknown Location,997981.0,183330.0,BROOKLYN,,0,1,35,28,0,0,1
BROOKLYN @ Unknown Location,1007055.0,192085.0,BROOKLYN,,0,1,35,33,0,0,1
BROOKLYN @ Unknown Location,1014932.0,178651.0,BROOKLYN,,0,1,35,39,0,0,1
QUEENS @ Unknown Location,1051488.0,182176.0,QUEENS,,0,1,35,78,0,0,1
MANHATTAN @ Unknown Location,983728.0,201372.0,MANHATTAN,,0,1,35,43,0,0,1
BRONX @ Unknown Location,1031833.0,262115.0,BRONX,,0,1,35,17,0,0,1
QUEENS @ Unknown Location,1030251.0,215183.0,QUEENS,,0,1,35,5,0,0,1
BROOKLYN @ Unknown Location,984623.0,156877.0,BROOKLYN,,0,1,35,59,0,0,1
BROOKLYN @ Unknown Location,1014657.0,185798.0,BROOKLYN,,0,1,35,19,0,0,1
BROOKLYN @ Unknown Location,991692.0,171909.0,BROOKLYN,,0,1,35,35,0,0,1
BROOKLYN @ Unknown Location,997425.0,192489.0,BROOKLYN,,0,1,34,9,0,0,1
STATEN ISLAND @ Unknown Location,955828.0,149854.0,STATEN ISLAND,,0,1,34,27,0,0,1
BRONX @ Unknown Location,1008613.0,246481.0,BRONX,,0,1,34,31,0,0,1
MANHATTAN @ Unknown Location,998903.0,225003.0,MANHATTAN,,0,1,34,11,0,0,1
MANHATTAN @ Unknown Location,982885.0,215080.0,MANHATTAN,,0,1,34,77,0,0,1
QUEENS @ Unknown Location,1003102.0,213248.0,QUEENS,,0,1,34,15,0,0,1
BROOKLYN @ Unknown Location,987254.0,190158.0,BROOKLYN,,0,1,34,74,0,0,1
BROOKLYN @ Unknown Location,993589.0,158773.0,BROOKLYN,,0,1,34,29,0,0,1
BROOKLYN @ Unknown Location,1002324.0,199184.0,BROOKLYN,,0,1,34,57,0,0,1
BRONX @ Unknown Location,1005731.0,243904.0,BRONX,,0,1,34,12,0,0,1
BROOKLYN @ Unknown Location,1014866.0,170207.0,BROOKLYN,,0,1,34,71,0,0,1
QUEENS @ Unknown Location,1052693.0,187158.0,QUEENS,,0,1,34,63,0,0,1
STATEN ISLAND @ Unknown Location,955446.0,149329.0,STATEN ISLAND,,0,1,34,21,0,0,1
MANHATTAN @ Unknown Location,985679.0,212629.0,MANHATTAN,,0,1,34,22,0,0,1
BROOKLYN @ Unknown Location,1005771.0,194717.0,BROOKLYN,,0,1,34,24,0,0,1
BROOKLYN @ Unknown Location,986256.0,181739.0,BROOKLYN,,0,1,34,18,0,0,1
BROOKLYN @ Unknown Location,1000285.0,183163.0,BROOKLYN,,0,1,34,116,0,0,1
BROOKLYN @ Unknown Location,996546.0,187436.0,BROOKLYN,,0,1,34,21,0,0,1
MANHATTAN @ Unknown Location,982504.0,202521.0,MANHATTAN,,0,1,34,55,0,0,1
BROOKLYN @ Unknown Location,1007912.0,175409.0,BROOKLYN,,0,1,34,42,0,0,1
MANHATTAN @ Unknown Location,984487.0,214192.0,MANHATTAN,,0,1,34,37,0,0,1
MANHATTAN @ Unknown Location,992455.0,228573.0,MANHATTAN,,0,1,34,30,0,0,1
MANHATTAN @ Unknown Location,1000414.0,230242.0,MANHATTAN,,0,1,33,23,0,0,1
MANHATTAN @ Unknown Location,988051.0,202409.0,MANHATTAN,,0,1,33,11,0,0,1
BRONX @ Unknown Location,1025581.0,241811.0,BRONX,,0,1,33,29,0,0,1
MANHATTAN @ Unknown Location,989420.0,211458.0,MANHATTAN,,0,1,33,21,0,0,1
BROOKLYN @ Unknown Location,994815.0,193648.0,BROOKLYN,,0,1,33,44,0,0,1
QUEENS @ Unknown Location,1024252.0,215581.0,QUEENS,,0,1,33,12,0,0,1
BROOKLYN @ Unknown Location,1005370.0,194179.0,BROOKLYN,,0,1,33,13,0,0,1
MANHATTAN @ Unknown Location,995794.0,236458.0,MANHATTAN,,0,1,33,38,0,0,1
BROOKLYN @ Unknown Location,1013908.0,180419.0,BROOKLYN,,0,1,33,34,0,0,1
QUEENS @ Unknown Location,1045416.0,186500.0,QUEENS,,0,1,33,65,0,0,1
BROOKLYN @ Unknown Location,1001274.0,186246.0,BROOKLYN,,0,1,33,25,0,0,1
BROOKLYN @ Unknown Location,998000.0,196733.0,BROOKLYN,,0,1,33,1,0,0,1
BRONX @ Unknown Location,1005630.0,237083.0,BRONX,,0,1,33,12,0,0,1
STATEN ISLAND @ Unknown Location,939151.0,160534.0,STATEN ISLAND,,0,1,33,64,0,0,1
BROOKLYN @ Unknown Location,995102.0,194720.0,BROOKLYN,,0,1,33,41,0,0,1
BRONX @ Unknown Location,1007046.0,236603.0,BRONX,,0,1,33,26,0,0,1
MANHATTAN @ Unknown Location,983931.0,216903.0,MANHATTAN,,0,1,33,65,0,0,1
BROOKLYN @ Unknown Location,996168.0,193934.0,BROOKLYN,,0,1,33,80,0,0,1
BROOKLYN @ Unknown Location,991817.0,171038.0,BROOKLYN,,0,1,33,50,0,0,1
BRONX @ Unknown Location,1030789.0,255839.0,BRONX,,0,1,32,62,0,0,1
MANHATTAN @ Unknown Location,983978.0,213272.0,MANHATTAN,,0,1,32,6,0,0,1
BRONX @ Unknown Location,1012701.0,253506.0,BRONX,,0,1,32,48,0,0,1
MANHATTAN @ Unknown Location,985145.0,203571.0,MANHATTAN,,0,1,32,16,0,0,1
BROOKLYN @ Unknown Location,993718.0,157905.0,BROOKLYN,,0,1,32,27,0,0,1
MANHATTAN @ Unknown Location,985760.0,220079.0,MANHATTAN,,0,1,32,34,0,0,1
BROOKLYN @ Unknown Location,997304.0,199432.0,BROOKLYN,,0,1,32,66,0,0,1
QUEENS @ Unknown Location,1011808.0,198947.0,QUEENS,,0,1,32,36,0,0,1
QUEENS @ Unknown Location,1003294.0,213255.0,QUEENS,,0,1,32,42,0,0,1
BROOKLYN @ Unknown Location,1005934.0,185913.0,BROOKLYN,,0,1,32,209,0,0,1
MANHATTAN @ Unknown Location,985504.0,216029.0,MANHATTAN,,0,1,32,49,0,0,1
BROOKLYN @ Unknown Location,994827.0,177870.0,BROOKLYN,,0,1,32,36,0,0,1
MANHATTAN @ Unknown Location,984718.0,216465.0,MANHATTAN,,0,1,32,31,0,0,1
QUEENS @ Unknown Location,1037184.0,201617.0,QUEENS,,0,1,32,94,0,0,1
STATEN ISLAND @ Unknown Location,943527.0,166983.0,STATEN ISLAND,,0,1,32,43,0,0,1
MANHATTAN @ Unknown Location,1001575.0,232339.0,MANHATTAN,,0,1,32,83,0,0,1
BROOKLYN @ Unknown Location,998335.0,192625.0,BROOKLYN,,0,1,32,73,0,0,1
BROOKLYN @ Unknown Location,997213.0,183382.0,BROOKLYN,,0,1,32,25,0,0,1
BROOKLYN @ Unknown Location,989388.0,190638.0,BROOKLYN,,0,1,32,0,0,0,1
MANHATTAN @ Unknown Location,998676.0,228168.0,MANHATTAN,,0,1,32,12,0,0,1
BRONX @ Unknown Location,1008096.0,239563.0,BRONX,,0,1,32,21,0,0,1
MANHATTAN @ Unknown Location,994382.0,216844.0,MANHATTAN,,0,1,31,12,0,0,1
BROOKLYN @ Unknown Location,992142.0,168799.0,BROOKLYN,,0,1,31,101,0,0,1
BROOKLYN @ Unknown Location,997180.0,194092.0,BROOKLYN,,0,1,31,49,0,0,1
BROOKLYN @ Unknown Location,998089.0,194233.0,BROOKLYN,,0,1,31,25,0,0,1
QUEENS @ Unknown Location,1001428.0,206813.0,QUEENS,,0,1,31,19,0,0,1
BROOKLYN @ Unknown Location,1022820.0,183306.0,BROOKLYN,,0,1,31,50,0,0,1
MANHATTAN @ Unknown Location,998281.0,225348.0,MANHATTAN,,0,1,31,42,0,0,1
BROOKLYN @ Unknown Location,1005862.0,190486.0,BROOKLYN,,0,1,31,25,0,0,1
MANHATTAN @ Unknown Location,999557.0,245700.0,MANHATTAN,,0,1,31,22,0,0,1
BRONX @ Unknown Location,1006261.0,242011.0,BRONX,,0,1,31,62,0,0,1
MANHATTAN @ Unknown Location,998751.0,239936.0,MANHATTAN,,0,1,31,20,0,0,1
BRONX @ Unknown Location,1014160.0,239740.0,BRONX,,0,1,31,15,0,0,1
QUEENS @ Unknown Location,1018151.0,207719.0,QUEENS,,0,1,31,77,0,0,1
QUEENS @ Unknown Location,1056600.0,181891.0,QUEENS,,0,1,31,123,0,0,1
BRONX @ Unknown Location,1003538.0,237784.0,BRONX,,0,1,31,32,0,0,1
BROOKLYN @ Unknown Location,1011115.0,178039.0,BROOKLYN,,0,1,31,62,0,0,1
QUEENS @ Unknown Location,1011250.0,209360.0,QUEENS,,0,1,30,48,0,0,1
QUEENS @ Unknown Location,1048956.0,182526.0,QUEENS,,0,1,30,28,0,0,1
BRONX @ Unknown Location,1005597.0,234066.0,BRONX,,0,1,30,16,0,0,1
MANHATTAN @ Unknown Location,1002134.0,229290.0,MANHATTAN,,0,1,30,26,0,0,1
BRONX @ Unknown Location,1009431.0,232962.0,BRONX,,0,1,30,66,0,0,1
BROOKLYN @ Unknown Location,1003505.0,177483.0,BROOKLYN,,0,1,30,81,0,0,1
BROOKLYN @ Unknown Location,993255.0,187665.0,BROOKLYN,,0,1,30,23,0,0,1
MANHATTAN @ Unknown Location,986661.0,200638.0,MANHATTAN,,0,1,30,58,0,0,1
MANHATTAN @ Unknown Location,987639.0,212445.0,MANHATTAN,,0,1,30,23,0,0,1
BROOKLYN @ Unknown Location,993222.0,161305.0,BROOKLYN,,0,1,30,28,0,0,1
BROOKLYN @ Unknown Location,1005454.0,176287.0,BROOKLYN,,0,1,30,24,0,0,1
BROOKLYN @ Unknown Location,999151.0,187101.0,BROOKLYN,,0,1,30,10,0,0,1
QUEENS @ Unknown Location,1052410.0,203397.0,QUEENS,,0,1,30,35,0,0,1
QUEENS @ Unknown Location,1027679.0,214505.0,QUEENS,,0,1,30,191,0,0,1
