INTERSECTION_ID,X_2263,Y_2263,BOROUGH,LocationDescription,HAS_SIGNAL,HAS_CRASH,CRASH_COUNT_50FT,COMPLAINT_COUNT_50FT,Signalized,Stop_Controlled,Uncontrolled
QUEENS @ Unknown Location,1057740.0,199162.0,QUEENS,,0,0,0,0,0,0,1
UNKNOWN @ US 020 / Pompey Center Rd,461549.9330588939,1010436.2739298404,UNKNOWN,NY 20 @ POMPEY CNTR RD (COMMUNITY OF POMPEY),1,0,0,0,1,0,0
UNKNOWN @ US 020 / NY 321,333828.0778844664,1021807.6617878766,UNKNOWN,US 20 (GENESEE ST) @ NY 321 (STATE ST),1,0,0,0,1,0,0
UNKNOWN @ US 044 / Maple Ave,1118623.3206678778,651274.6388513787,UNKNOWN,RT 44 @ MAPLE AVE/ RUDD POND,1,0,0,0,1,0,0
UNKNOWN @ NY 165 WB / N/A OR None,791827.3780349902,927220.1783407144,UNKNOWN,NY 165 WB (ROSEBOOM-CURVE WARNING),1,0,0,0,1,0,0
UNKNOWN @ NY 035 / E Quacker Church St,1046917.9146234544,407959.3830999039,UNKNOWN,RT 35/202 EB; RM 2078; WEST OF QUAKER CHURCH RD,1,0,0,0,1,0,0
UNKNOWN @ US 009 / Wal-Mart,1069774.846573616,1155052.815403349,UNKNOWN,Rte 9 @ WA-LMART,1,0,0,0,1,0,0
UNKNOWN @ I 890 WB / Michigan Ave,1002863.0526909676,958953.9864365024,UNKNOWN,I-Rte I-890 WB @ MICHIGAN AVE,1,0,0,0,1,0,0
UNKNOWN @ NY 050 / Freemans Br Nav Lights,1002966.272344668,970506.9059354892,UNKNOWN,"Rte 50 @ FREEMANS BR. NAVIGATION LIGHT
BIN 4050330",1,0,0,0,1,0,0
UNKNOWN @ NY 005 / Corporate Park Dr,988369.6994849409,972082.3626215074,UNKNOWN,Rte 5 @ CORPORATION PARK DR.,1,0,0,0,1,0,0
UNKNOWN @ I 690 EB / Midler Ave,421527.0954497587,1060169.1041250054,UNKNOWN,I 690 EB @ MIDLER AVE,1,0,0,0,1,0,0
UNKNOWN @ I 690 WB / Teall Ave,416865.4633865967,1059125.4357836214,UNKNOWN,I 690 WB @ TEALL AVE (CONTROLS 130),1,0,0,0,1,0,0
UNKNOWN @ I 690 EB / I 090,412413.4884715504,1079450.5743025977,UNKNOWN,I 690 EB E OF I 90,1,0,0,0,1,0,0
UNKNOWN @ NY 215 / Starr Rd,394820.0191109532,887869.8774362582,UNKNOWN,NY 215 @ STARR RD,1,0,0,0,1,0,0
UNKNOWN @ West St Art NB / Washington St,406928.53250417777,1057690.209848575,UNKNOWN,WEST ST NB @ WASHINGTON ST,1,0,0,0,1,0,0
UNKNOWN @ US 020 / Field Ln,408797.69401021936,1000201.038059399,UNKNOWN,NY 20 E OF FIELD LN,1,0,0,0,1,0,0
UNKNOWN @ NY 146 / Fire Dist 1 FH,1012979.598087997,961654.3033772322,UNKNOWN,Rte 146 (Balltown Rd) @ FIRE DST 1 FH,1,0,0,0,1,0,0
QUEENS @ Unknown Location,1014735.0,205054.0,QUEENS,,0,0,0,18,0,0,1
QUEENS @ Unknown Location,1047278.0,206729.0,QUEENS,,0,0,0,0,0,0,1
UNKNOWN @ I 090 / Everett Rd,1042192.444464938,917047.5396963194,UNKNOWN,I-Rte 90 EXIT 5 WB Ramp @ EVERETT RD (also 6A),1,0,0,0,1,0,0
UNKNOWN @ NY 085A / Voorhesville Elem,1001684.6742751964,904656.7962054212,UNKNOWN,Rte 85A @ VOORHESVILLE ELEM SCHOOL SSL 20,1,0,0,0,1,0,0
UNKNOWN @ NY 085 / Slingerlands FH,1020451.0075176328,897419.4680407777,UNKNOWN,Rte 85 @ SLINGERLANDS FH,1,0,0,0,1,0,0
UNKNOWN @ NY 085 / RR-Overpass,1022912.9619817442,900033.3193076277,UNKNOWN,Rte 85 WB @ RR OVERPASS,1,0,0,0,1,0,0
UNKNOWN @ NY 032 / Maplewood School,1064607.1371745234,939043.5510704856,UNKNOWN,Rte 32 (Broadway) @ MAPLEWOOD SCHOOL,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / River Rd,412413.4884715504,1079450.5743025977,UNKNOWN,NY 31 EAST OF RIVER RD,1,0,0,0,1,0,0
UNKNOWN @ NY 303 / Congers Lake Rd,1002340.2875140554,357111.7467981579,UNKNOWN,RT 303 @ CONGERS  LAKE ROAD,1,0,0,0,1,0,0
UNKNOWN @ NY 987G / N/A OR None,1045949.6930389006,502126.7741478073,UNKNOWN,TSP SOUTH OF HOSNER MOUNTAIN RD,1,0,0,0,1,0,0
UNKNOWN @ NY 007 / 10th St,1070338.736640984,937777.980968053,UNKNOWN,Rte 7 (Hoosick St) @ 10 TH ST (Rte 40),1,0,0,0,1,0,0
UNKNOWN @ NY 040 / NY 067,1095507.7206426542,999097.7417572294,UNKNOWN,Rte 40 @ Rte 67,1,0,0,0,1,0,0
UNKNOWN @ NY 040 / School St,1095072.3005426868,995125.8350342152,UNKNOWN,Rte 40 @ SCHOOL ST & MAIN ST,1,0,0,0,1,0,0
UNKNOWN @ NY 009J / Hamilton Printing,1051268.4291625398,864928.794428403,UNKNOWN,Rte 9J @ HAMILTON PRINTING,1,0,0,0,1,0,0
UNKNOWN @ NY 151 / CR 59,1058003.8182688237,896724.9444443113,UNKNOWN,Rte 151 (Red Mill RD) @ CR 59 ( Sherwood Ave),1,0,0,0,1,0,0
UNKNOWN @ US 009 / NY 150,1071880.1935443166,869716.8681027235,UNKNOWN,Rte 9 & 20 (Columbia Tpk) @ Rte 150,1,0,0,0,1,0,0
UNKNOWN @ NY 007 / CR 95,1164519.3644008809,983149.1622711392,UNKNOWN,Rte 7 @ CR 95 (Hill Rd & Petersburg Jct Rd),1,0,0,0,1,0,0
UNKNOWN @ NY 002 / Park Ave,1050703.8270220647,939735.3228197012,UNKNOWN,Rte 2 @ PARK AVE,1,0,0,0,1,0,0
UNKNOWN @ NY 366 / Pine Tree Rd,317294.5239795264,839100.7124496881,UNKNOWN,NY 366 @ PINE TREE RD,1,0,0,0,1,0,0
UNKNOWN @ NY 003 / NY 264,376687.7663917505,1168502.9683307374,UNKNOWN,NY 3 @ NY 264,1,0,0,0,1,0,0
UNKNOWN @ NY 022 / Saunders St,1142574.4574618,1235882.241776497,UNKNOWN,Rte 22 (Broadway) @ SAUNDERS ST,1,0,0,0,1,0,0
UNKNOWN @ NY 911F / Alplaus Rd,1002315.4184921648,972658.5795892928,UNKNOWN,FREEMAN'S BRIDGE RD (911F) @ ALPLAUS RD & MAPLE AVE,1,0,0,0,1,0,0
UNKNOWN @ NY 005 / Western Gateway Br Nav Lights,996349.2666065322,966643.290388442,UNKNOWN,Rte 5 @ WESTERN GATEWAY BR. NAVIGATION LIGHT,1,0,0,0,1,0,0
UNKNOWN @ US 009 / Kunker Ave,1048260.4201808652,939108.8855676824,UNKNOWN,US Rte 9 @ KUNKER AVE,1,0,0,0,1,0,0
UNKNOWN @ NY 009N / CR 36,1025228.3514607622,1079488.7563069314,UNKNOWN,Rte 9N @ CR 36 (Wilton Rd) & S. GREENFIELD RD,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / NY 298,456574.7484652877,1095352.3881415492,UNKNOWN,NY 31 WEST OF NY 298,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / Cicero Center Rd,439555.0398950004,1104195.7676344705,UNKNOWN,NY 31 @ CICERO CENTER RD,1,0,0,0,1,0,0
UNKNOWN @ NY 013 / NY 013A,300380.6115832929,829024.9077523364,UNKNOWN,NY 13 @ NY 13A,1,0,0,0,1,0,0
UNKNOWN @ NY 104 / Klocks Corners / Creamery Rd,337704.0545354207,1211217.1894495354,UNKNOWN,NY 104 W OF KLOCKS CORNERS,1,0,0,0,1,0,0
UNKNOWN @ NY 173 / Troop K Rd,452106.29424177896,1037439.256289266,UNKNOWN,NY 173 @ TROOP K RD,1,0,0,0,1,0,0
UNKNOWN @ NY 013 / W Seneca St,306980.6042418634,837498.433745231,UNKNOWN,"NY 13,34,96 (MEADOW ST) @ NY 79 (W SENECA ST)",1,0,0,0,1,0,0
UNKNOWN @ NY 635 / Exeter St,425618.71761213016,1065673.2194340248,UNKNOWN,NY 635 - THOMPSON ROAD CLOSED LOOP SYSTEM,1,0,0,0,1,0,0
UNKNOWN @ NY 013 / NY 096B,306985.03891358426,836893.9507573904,UNKNOWN,NY 13 - ITHACA NORTH CLOSED LOOP SYSTEM,1,0,0,0,1,0,0
UNKNOWN @ US 020 / Johnston Rd,1022019.162391774,918912.9298686236,UNKNOWN,US Rte 20 (Western Ave) @ JOHNSTON RD & RAPP RD,1,0,0,0,1,0,0
BROOKLYN @ Unknown Location,983331.0,186631.0,BROOKLYN,,0,0,0,0,0,0,1
BRONX @ Unknown Location,1025348.0,233391.0,BRONX,,0,0,0,0,0,1,0
BRONX @ Unknown Location,1016353.0,252134.0,BRONX,,0,0,0,0,0,1,0
UNKNOWN @ US 004 / NY 29,1096602.717399042,1070815.5098307675,UNKNOWN,Rte 4  (Broad St) @ Rte 29 & SPRING ST,1,0,0,0,1,0,0
UNKNOWN @ US 004 / Green Island Draw Br,1068122.4087970478,935994.0908250926,UNKNOWN,Rte 4 (River St) @ GREEN ISLAND BRI. & FEDERAL ST,1,0,0,0,1,0,0
UNKNOWN @ I 087 / NY 155,1039834.3975669772,934946.536038729,UNKNOWN,I-Rte 87 EXIT 4 SB OFF Ramp @ RTE 155 (Old Wolf Rd),1,0,0,0,1,0,0
UNKNOWN @ NY 032 / Menands Rd,1058953.902396604,921401.5419610076,UNKNOWN,Rte 32 (Broadway) @ MENANDS RD & FRONTAGE RD,1,0,0,0,1,0,0
UNKNOWN @ US 009 / Orange St,1051772.9592302742,906163.714998504,UNKNOWN,US Rte 9 (Broadway) @ ORANGE ST,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / Lakeshore Dr Spur,421000.2157318704,1103562.7479403468,UNKNOWN,NY 31 @ LAKESHORE RD SPUR,1,0,0,0,1,0,0
UNKNOWN @ NY 007 / Schenectady Dist 6 FH,1068893.460640438,956772.0897824018,UNKNOWN,Rte 7 @ S. SCHENECTADY DST 6 FH,1,0,0,0,1,0,0
UNKNOWN @ NY 385 / Williams St,1021853.1034393352,747956.9677005579,UNKNOWN,Rte 385 @ St Patrick's Elementary,1,0,0,0,1,0,0
UNKNOWN @ NY 013 / Cortlandville Fire House,388601.12466974766,886591.2687335672,UNKNOWN,NY 13 @ CORTLANDVILLE FIRE HOUSE,1,0,0,0,1,0,0
UNKNOWN @ NY 221 / Marathon Central School,434319.66392064,834849.522348524,UNKNOWN,NY 221 W OF MARATHON CENTRAL SCHOOL,1,0,0,0,1,0,0
UNKNOWN @ NY 366 / Etna Rd,340981.2700111457,853033.2278108415,UNKNOWN,NY 366 S OF ETNA ROAD,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / Cicero High School,422555.78039355646,1103558.0551343944,UNKNOWN,NY 31 @ CICERO HIGH SCHOOL,1,0,0,0,1,0,0
UNKNOWN @ I 081 SB / S State St,411282.798454228,1046990.4102337956,UNKNOWN,I 81 SB @ S STATE ST & E BRIGHTON AVE,1,0,0,0,1,0,0
UNKNOWN @ US 011 / S Bay Rd,410696.0393045401,1080484.5932429957,UNKNOWN,US 11 NB @ S BAY RD SB (CONTROLLED BY 98),1,0,0,0,1,0,0
UNKNOWN @ US 011 / Northern Lights,410757.136880523,1079413.8587629905,UNKNOWN,US 11 NB @ NY 81 NB (NORTHERN LIGHTS),1,0,0,0,1,0,0
UNKNOWN @ NY 298 / New Court St,418100.3873438175,1069135.656367114,UNKNOWN,NY 298 @ NEW COURT ST,1,0,0,0,1,0,0
QUEENS @ Unknown Location,1028170.0,180638.0,QUEENS,,0,0,0,7,0,0,1
STATEN ISLAND @ Unknown Location,919964.0,125505.0,STATEN ISLAND,,0,0,0,6,0,0,1
BRONX @ Unknown Location,1034033.0,236306.0,BRONX,,0,0,0,0,0,1,0
BROOKLYN @ Unknown Location,1002586.0,186582.0,BROOKLYN,,0,0,0,0,0,0,1
UNKNOWN @ NY 043 / West Sand Lake FH,1090125.6630746548,903196.6207733628,UNKNOWN,Rte 43 @ WEST SAND LAKE FH,1,0,0,0,1,0,0
UNKNOWN @ NY 040 / Church St,1085290.608816566,975363.231815632,UNKNOWN,Rte 40 @ CHURCH STREET,1,0,0,0,1,0,0
UNKNOWN @ NY 022 / NY 043,1154441.5837037645,868303.3029897738,UNKNOWN,Rte 22 @ Rte 43,1,0,0,0,1,0,0
UNKNOWN @ NY 007 / 15th St,1071636.1701307052,937574.174877378,UNKNOWN,Rte 7 (Hoosick St) @ 15 TH ST,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / Thompson Rd,425331.22280041646,1103713.3958056956,UNKNOWN,NY 31 @ THOMPSON RD CR & TORCHWOOD LA,1,0,0,0,1,0,0
UNKNOWN @ NY 067 / Mechanicville Br Nav Lights,1069372.1946857425,998286.0760463004,UNKNOWN,Rte 67 @ MECHANICVILLE BR. NAVIGATION LIGHT,1,0,0,0,1,0,0
UNKNOWN @ US 004 / Over Canal Br Nav Lights,1143039.0511597942,1233677.9559439942,UNKNOWN,"Rte 4, Poultney St, @ OVER CANAL BR. NAVIGATION LIGHT",1,0,0,0,1,0,0
UNKNOWN @ NY 197 / Fort Edwards Br Nav Lights,1094688.6224256728,1130180.7808609323,UNKNOWN,Rte 197 WEST OF RTE 4 @ FORT EDWARD BR. CANAL NAVIGATION LIGHT,1,0,0,0,1,0,0
UNKNOWN @ NY 002 / Congress St Br Nav Lights,1065655.349232625,933837.27056421,UNKNOWN,Rte 2 @ CONGRESS STREET BR. NAVIGATION LIGHT NORTH SIDE,1,0,0,0,1,0,0
UNKNOWN @ NY 005 / NY 096,216829.05029366017,1010388.8171179488,UNKNOWN,NY 5 & US 20 @ NY 96,1,0,0,0,1,0,0
UNKNOWN @ US 011 / Rockwell Rd,410785.8173401788,1031182.132837338,UNKNOWN,US 11 (SALINA ST) @ ROCKWELL RD & WENDELL RD (NEDROW),1,0,0,0,1,0,0
UNKNOWN @ NY 003 / S 4th St,342370.9129576152,1157943.8613287453,UNKNOWN,NY 3 (BROADWAY) @ SOUTH 4TH ST,1,0,0,0,1,0,0
UNKNOWN @ NY 003 / NY 481,341642.0767407662,1157605.0123561034,UNKNOWN,NY 3 (BROADWAY) @ NY 481 (SOUTH 2ND ST),1,0,0,0,1,0,0
UNKNOWN @ NY 003 / NY 048,340102.8323060366,1156710.7222845098,UNKNOWN,NY 3 (BROADWAY) @ NY 48 (WEST 1ST ST),1,0,0,0,1,0,0
UNKNOWN @ NY 003 / NY 104 (Mc Donalds),389881.3720344085,1207830.753235198,UNKNOWN,NY 3 @ NY 104 (MC DONALDS),1,0,0,0,1,0,0
UNKNOWN @ NY 005 / Smith St,425037.74110867496,1059344.0068503136,UNKNOWN,NY 5 (ERIE BLVD) @ SMITH ST,1,0,0,0,1,0,0
STATEN ISLAND @ Unknown Location,951367.0,167101.0,STATEN ISLAND,,0,0,0,0,0,0,1
QUEENS @ Unknown Location,1044346.0,181293.0,QUEENS,,0,0,0,0,0,1,0
QUEENS @ Unknown Location,1060951.0,214669.0,QUEENS,,0,0,0,0,0,0,1
UNKNOWN @ NY 028 / N/A OR None,712496.266774895,1022273.1098309364,UNKNOWN,Rte 28 Northbound,1,0,0,0,1,0,0
UNKNOWN @ NY 008 / Campion Rd,639294.942761654,1063161.1170107392,UNKNOWN,RTE 8 (ramps) and campion Rd,1,0,0,0,1,0,0
UNKNOWN @ NY 921E / Richardson Ave,640695.5532539202,1062413.599774764,UNKNOWN,"Genesee St, Richardson Ave and Brookline St",1,0,0,0,1,0,0
UNKNOWN @ NY 005 / N PROSPECT ST,720027.3042597699,1043084.326987379,UNKNOWN,RTE 5 and Prospect Street,1,0,0,0,1,0,0
UNKNOWN @ NY 096 / CR 121 (Macdougall),220204.62142036672,974869.521010678,UNKNOWN,NY 96 & NY 336 @ CR 121 (MACDOUGALL),1,0,0,0,1,0,0
UNKNOWN @ NY 008 / NY 28,999877.8721551473,1263735.2900921735,UNKNOWN,Rte 8 @ Rte 28,1,0,0,0,1,0,0
UNKNOWN @ NY 146A / Jonesville Sta #2 FH,1032382.7370518516,986240.787595259,UNKNOWN,Rte 146A @ JONESVILLE STA #2 FH,1,0,0,0,1,0,0
UNKNOWN @ US 011 / NY 080,414416.2746835505,966215.1542930026,UNKNOWN,NY 11 & NY 281 @ NY 80 (TULLY CNTR),1,0,0,0,1,0,0
UNKNOWN @ US 011 / Bartell Rd,413579.4998494106,1124416.3002200748,UNKNOWN,US 11 @ BREWERTON I 81 & BARTELL RD,1,0,0,0,1,0,0
UNKNOWN @ NY 173 / Split Rock Rd,389189.5957098759,1049032.061875531,UNKNOWN,NY 173 @ SPLIT ROCK RD & FAY RD,1,0,0,0,1,0,0
UNKNOWN @ NY 013 / Topps / Hollywood,306920.69434787374,834994.5386339852,UNKNOWN,"NY 13,34,96 (MEADOW ST) @ TOPS & HOLLYWOOD",1,0,0,0,1,0,0
UNKNOWN @ NY 003 / CR 003,332715.7295455178,1160662.985910623,UNKNOWN,NY 3 @ CR 3,1,0,0,0,1,0,0
UNKNOWN @ Adams St Art / Townsend St,410251.1196138845,1055239.3242837377,UNKNOWN,ADAMS ST @ TOWNSEND ST,1,0,0,0,1,0,0
UNKNOWN @ NY 146 / Alplaus Rd,1014114.7376974716,980171.8746841158,UNKNOWN,Rte 146 @ ALPLAUS RD & RIVERVIEW RD,1,0,0,0,1,0,0
UNKNOWN @ NY 032 / Williams St,1080872.5208277104,1136996.3833548657,UNKNOWN,Rte 32 @ WILLIAMS ST,1,0,0,0,1,0,0
UNKNOWN @ US 009 / Sitterly Rd,1049966.6258201518,978077.0502166213,UNKNOWN,Rte 9 @ SITTERLY RD,1,0,0,0,1,0,0
QUEENS @ Unknown Location,1014156.0,193892.0,QUEENS,,0,0,0,0,0,0,1
STATEN ISLAND @ Unknown Location,922866.0,139444.0,STATEN ISLAND,,0,0,0,0,0,0,1
STATEN ISLAND @ Unknown Location,939462.0,152013.0,STATEN ISLAND,,0,0,0,4,0,0,1
UNKNOWN @ NY 005 / S Church St,998313.7958462504,965222.89878154,UNKNOWN,Rte 5 (State St) @ S. CHURCH ST & WATER ST  (also 61),1,0,0,0,1,0,0
UNKNOWN @ NY 147 / CR 45,975803.2410059111,1039372.0537734884,UNKNOWN,Rte 147 @ CR 45 (W Galway Rd),1,0,0,0,1,0,0
UNKNOWN @ I 690 EB / W Genesee St,406927.3378279187,1059161.7201855984,UNKNOWN,I 690 EB  @ W GENESEE ST & WEST ST,1,0,0,0,1,0,0
UNKNOWN @ NY 034 / Erie Canal,300701.87384403934,1068221.8979130418,UNKNOWN,NY 34 OVER ERIE CANAL BIN 4023370,1,0,0,0,1,0,0
UNKNOWN @ NY 049 / NY 026,595403.0532631086,1112187.2972668686,UNKNOWN,"RTE 46 (Black River Blvd) and RTEs 26,49,69 (Erie Blvd)",1,0,0,0,1,0,0
UNKNOWN @ NY 005 / NY 290,467861.0134795135,1056174.574812298,UNKNOWN,NY 5 @ NY 290 MYCENAE,1,0,0,0,1,0,0
UNKNOWN @ NY 005 / McLennan Dr,441148.0528149216,1049377.522607421,UNKNOWN,NY 5 (GENESSEE ST) @ MCLENNAN DR,1,0,0,0,1,0,0
UNKNOWN @ NY 034 / Lansing St,296565.7494840009,1021060.8551804835,UNKNOWN,NY 34 (NORTH ST) @ LANSING ST,1,0,0,0,1,0,0
UNKNOWN @ Adams St Art / Onondaga St,407848.7099434302,1055222.4173759113,UNKNOWN,ADAMS ST @ ONONDAGA ST & SEYMOUR ST,1,0,0,0,1,0,0
UNKNOWN @ NY 921B / N & S ARTERIAL RAMP,645159.4820005414,1068790.217093839,UNKNOWN,"RTE 921 B (Burrstone Rd) and Upton Ave, N/S Art Ramp",1,0,0,0,1,0,0
UNKNOWN @ NY 365 RAMP / E DOMINICK ST,602899.0630660856,1110334.256939493,UNKNOWN,RTE 365 (Easr Dominick St) and Herkimer Ave and On Ramp,1,0,0,0,1,0,0
UNKNOWN @ NY 069 / Clinton St,638586.4229262677,1079126.3048705468,UNKNOWN,RTE 69 and Clinton St,1,0,0,0,1,0,0
UNKNOWN @ NY 032 / Elm St,1064625.5371922022,940432.5723942142,UNKNOWN,Rte 32 (Broadway) @ ELM ST,1,0,0,0,1,0,0
UNKNOWN @ NY 005 / Sam's Wholesale  Club,423343.50740258105,1059141.7773905916,UNKNOWN,NY 5 (ERIE BLVD) @ SAMS WHOLESALE CLUB,1,0,0,0,1,0,0
UNKNOWN @ NY 005 / CR 003,485150.3034051701,1057643.4317044967,UNKNOWN,"RTE 5, RTE 13, E. Tuscarora, Lake Port Road",1,0,0,0,1,0,0
UNKNOWN @ NY 028 / N/A OR None,712701.7338187367,1023551.8006270909,UNKNOWN,Rte 28 Beacon 1000' North of 27 FB,1,0,0,0,1,0,0
BROOKLYN @ Unknown Location,998558.0,159496.0,BROOKLYN,,0,0,0,1,0,0,1
UNKNOWN @ NY 090 WB / NY 038,337639.0839580312,915709.3764497116,UNKNOWN,NY 90 NB 2 MILES E OF NY 38,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / NY 038,282316.80543231126,1055729.550396524,UNKNOWN,NY 31 (UTICA ST) @ NY 31 & NY 38 (ROCHESTER ST),1,0,0,0,1,0,0
UNKNOWN @ NY 031 / Erie Canal,258664.08080325584,1050177.9240514452,UNKNOWN,NY 31 OVER ERIE CANAL BIN 4421800,1,0,0,0,1,0,0
UNKNOWN @ US 009 / Horicon Ave,1046185.8470005046,1211870.628145543,UNKNOWN,Rte 9 @ HORICON AVE & WATER ST,1,0,0,0,1,0,0
UNKNOWN @ US 009 / Sweet Rd,1069618.237752939,1155740.8874282711,UNKNOWN,Rte 9 @ SWEET RD & WEEKS RD,1,0,0,0,1,0,0
UNKNOWN @ NY 104 / E 10th St,320646.69835580053,1209939.0651321923,UNKNOWN,NY 104 (E BRIDGE ST) @ EAST 10TH ST,1,0,0,0,1,0,0
UNKNOWN @ NY 030A / Saratoga Blvd,897064.778560129,1048407.015627095,UNKNOWN,Route 30A @ Saratoga Blvd.,1,0,0,0,1,0,0
UNKNOWN @ NY 030A / BRIGGS ST,887689.8582994876,1037734.3724569666,UNKNOWN,RTE 30A and RTE 29 Briggs Street,1,0,0,0,1,0,0
UNKNOWN @ NY 009N / CR 11,1076662.3718107687,1245209.828055495,UNKNOWN,Rte 9N @ CR 11 (Riverbank Rd),1,0,0,0,1,0,0
UNKNOWN @ NY 921C / NY 005,660577.6074102197,1077089.9267015506,UNKNOWN,N. Genesee St (NB) and Auert Ave (NE) Controller,1,0,0,0,1,0,0
UNKNOWN @ Horseshoe Island / Erie Canal,384717.200460672,1119349.8329094606,UNKNOWN,HORSESHOE ISLAND OVER ERIE CANAL BIN 4433050,1,0,0,0,1,0,0
UNKNOWN @ NY 298 / Taft Rd,450542.4388435641,1083774.4205137256,UNKNOWN,NY 298 @ TAFT RD,1,0,0,0,1,0,0
UNKNOWN @ NY 298 / N Manlius St,449430.3550856749,1082361.0323722973,UNKNOWN,NY 298 E OF NORTH MANLIUS RD,1,0,0,0,1,0,0
UNKNOWN @ NY 298 / CR 086 (Kinne St),428411.3372730117,1071180.2406566318,UNKNOWN,NY 298 @ CR 86 (KINNE ST),1,0,0,0,1,0,0
UNKNOWN @ NY 005 / State St,234071.48623939857,1011971.5993461716,UNKNOWN,NY 5 & US 20 & NY 414 @ STATE ST & WATER ST,1,0,0,0,1,0,0
UNKNOWN @ US 009 / I 087 NB,1060033.7057091787,1190965.4948030058,UNKNOWN,Rte 9 @ Rte  I-87 NB EXIT 22 EXIT ramp,1,0,0,0,1,0,0
BRONX @ Unknown Location,1008106.0,268566.0,BRONX,,0,0,0,0,0,0,1
STATEN ISLAND @ Unknown Location,933321.0,135439.0,STATEN ISLAND,,0,0,0,0,0,1,0
UNKNOWN @ NY 056 / N/A OR None,726638.7564857422,1666328.928666271,UNKNOWN,NORWOOD - ST. LAWRENCE CO. BOCES,1,0,0,0,1,0,0
UNKNOWN @ NY 100 / Chappaqua Rd,1033404.8517019846,362107.7171898282,UNKNOWN,RT 100 @ CHAPPAQUA ROAD,1,0,0,0,1,0,0
UNKNOWN @ NY 037 / St. Lawrence Centre Mall West,764845.370971825,1745871.2091883845,UNKNOWN,RTE. 37 @ ST. LAWRENCE CENTRE MALL (WESTERN CONN.),1,0,0,0,1,0,0
UNKNOWN @ NY 017C / OWEGO TREADWAY INN,378053.1661589436,711265.5019855687,UNKNOWN,NY 17C @ TREADWAY INN/TOPPS SHOPPING PLAZA,1,0,0,0,1,0,0
UNKNOWN @ NY 017C / Church St,370901.1129744226,713425.813623815,UNKNOWN,NY 17C @ CHURCH ST.,1,0,0,0,1,0,0
UNKNOWN @ NY 046 / NY 012D,629298.7792826518,1211862.293174918,UNKNOWN,"RTE 46, Schuyler St and Post St",1,0,0,0,1,0,0
UNKNOWN @ NY 030A / NY 349,896970.111914157,1057766.900743215,UNKNOWN,RTE 30A and RTE 349 ( E. State Street),1,0,0,0,1,0,0
UNKNOWN @ NY 009N / River Rd,1028574.5902079784,1122950.188780434,UNKNOWN,Rte 9N @ RIVER & MALLERY,1,0,0,0,1,0,0
UNKNOWN @ NY 104 / Oswego College Dr East,308817.79204582336,1205339.19022949,UNKNOWN,NY 104 @ OSWEGO COLLEGE DR (EAST)  (CONTROLLED BY 22),1,0,0,0,1,0,0
UNKNOWN @ NY 635 / Bristol Labs North,425347.1239148796,1063803.0109875088,UNKNOWN,NY 635 (THOMPSON RD) @ BRISTOL LAB N @ NORTHCLIFFE RD,1,0,0,0,1,0,0
UNKNOWN @ South Bay Rd / Bear Rd,418105.2876106356,1090948.8979302957,UNKNOWN,NY 481 & BEAR RD EXT @ SOUTH BAY RD,1,0,0,0,1,0,0
UNKNOWN @ NY 031 / Home Depot,384610.6091482056,1107642.0427237346,UNKNOWN,"NY 31 @ LOWES, HOME DEPOT, & TARGET",1,0,0,0,1,0,0
UNKNOWN @ Midler Ave / New Court Rd,421174.1097513431,1067200.7327540645,UNKNOWN,MIDLER AVE @ NEW COURT ROAD (SH 672),1,0,0,0,1,0,0
UNKNOWN @ NY 290 / E 1st St,432884.2714546672,1062257.9705033293,UNKNOWN,NY 290 @ E FIRST ST & WALMART,1,0,0,0,1,0,0
UNKNOWN @ Midler Ave / Canal St,421551.9636009781,1059652.8554658163,UNKNOWN,NY 598 (MIDLER AVE) @ LOWES & CANAL ST,1,0,0,0,1,0,0
UNKNOWN @ NY 090 / Genesee St,253598.43048472164,1014429.809659722,UNKNOWN,NY 90 @ GENESEE ST,1,0,0,0,1,0,0
QUEENS @ Unknown Location,1044156.0,195583.0,QUEENS,,0,0,0,0,0,0,1
UNKNOWN @ Nepperhan Ave / Ashburton Ave,1015742.566129774,281466.3114192415,UNKNOWN,NEPPERHAN AVE @ ASHBURTON AVE,1,0,0,0,1,0,0
UNKNOWN @ Yonkers Ave / Trenchard St,1022850.6430600688,274031.5303164489,UNKNOWN,YONKERS AVE @ TRENCHARD ST,1,0,0,0,1,0,0
UNKNOWN @ Sunhaven Dr / N/A OR None,1047393.4005003944,275423.12382479943,UNKNOWN,SUNHAVEN DR @ PALMER AVE EXT.,1,0,0,0,1,0,0
UNKNOWN @ Riverfront Art / Balmville Rd,981077.648784624,492007.6914547928,UNKNOWN,RIVERFRONT ARTERIAL @ BALMVILLE RD,1,0,0,0,1,0,0
UNKNOWN @ NY 211 / Ramp 120 Rte 17 Expressway,881043.2478591286,471735.5775360368,UNKNOWN,RT 211 @ RAMP 120 RT 17 EXPRESSWAY,1,0,0,0,1,0,0
